ac,eng,mass,distance,fuel,time
a332,CFM56-5-A1,144240,2602,17830,307
a332,CFM56-5-A1,148630,2602,18120,304
a332,CFM56-5-A1,148630,3804,26170,443
a332,CFM56-5-A1,153030,2602,18410,300
a332,CFM56-5-A1,153030,3804,26590,438
a332,CFM56-5-A1,157420,2602,18710,297
a332,CFM56-5-A1,157420,3804,27010,434
a332,CFM56-5-A1,157420,5005,35100,571
a332,CFM56-5-A1,161810,2602,19010,294
a332,CFM56-5-A1,161810,3804,27440,429
a332,CFM56-5-A1,161810,5005,35650,564
a332,CFM56-5-A1,166200,2602,19320,291
a332,CFM56-5-A1,166200,3804,27880,424
a332,CFM56-5-A1,166200,5005,36200,558
a332,CFM56-5-A1,166200,6206,44290,695
a332,CFM56-5-A1,170600,2602,19630,288
a332,CFM56-5-A1,170600,3804,28320,420
a332,CFM56-5-A1,170600,5005,36770,553
a332,CFM56-5-A1,170600,6206,44970,688
a332,CFM56-5-A1,174990,2602,19940,285
a332,CFM56-5-A1,174990,3804,28760,416
a332,CFM56-5-A1,174990,5005,37340,547
a332,CFM56-5-A1,174990,6206,45660,681
a332,CFM56-5-A1,174990,7408,53690,820
a332,CFM56-5-A1,179380,2602,20260,282
a332,CFM56-5-A1,179380,3804,29220,412
a332,CFM56-5-A1,179380,5005,37920,542
a332,CFM56-5-A1,179380,6206,46360,674
a332,CFM56-5-A1,179380,7408,54510,812
a332,CFM56-5-A1,183770,2602,20590,279
a332,CFM56-5-A1,183770,3804,29680,408
a332,CFM56-5-A1,183770,5005,38510,536
a332,CFM56-5-A1,183770,6206,47070,668
a332,CFM56-5-A1,183770,7408,55330,804
a332,CFM56-5-A1,188170,2602,20920,276
a332,CFM56-5-A1,188170,3804,30140,404
a332,CFM56-5-A1,188170,5005,39100,531
a332,CFM56-5-A1,188170,6206,47790,661
a332,CFM56-5-A1,188170,7408,56170,796
a332,CFM56-5-A1,192560,2602,21260,274
a332,CFM56-5-A1,192560,3804,30620,400
a332,CFM56-5-A1,192560,5005,39710,526
a332,CFM56-5-A1,192560,6206,48520,655
a332,CFM56-5-A1,192560,7408,57020,789
