ac,eng,mass,distance,fuel,time
a320,CFM56-5-A1,51120,1122,2650,88
a320,CFM56-5-A1,51120,1584,3720,121
a320,CFM56-5-A1,51120,2045,4760,155
a320,CFM56-5-A1,51120,2506,5800,188
a320,CFM56-5-A1,51120,2968,6820,221
a320,CFM56-5-A1,51120,3429,7840,255
a320,CFM56-5-A1,52490,1122,2680,88
a320,CFM56-5-A1,52490,1584,3750,121
a320,CFM56-5-A1,52490,2045,4810,154
a320,CFM56-5-A1,52490,2506,5860,188
a320,CFM56-5-A1,52490,2968,6900,221
a320,CFM56-5-A1,52490,3429,7930,255
a320,CFM56-5-A1,52490,3890,8960,289
a320,CFM56-5-A1,53870,1122,2710,88
a320,CFM56-5-A1,53870,1584,3790,121
a320,CFM56-5-A1,53870,2045,4870,154
a320,CFM56-5-A1,53870,2506,5930,187
a320,CFM56-5-A1,53870,2968,6980,221
a320,CFM56-5-A1,53870,3429,8030,255
a320,CFM56-5-A1,53870,3890,9060,289
a320,CFM56-5-A1,53870,4352,10070,324
a320,CFM56-5-A1,55240,661,1640,54
a320,CFM56-5-A1,55240,1122,2740,88
a320,CFM56-5-A1,55240,1584,3840,121
a320,CFM56-5-A1,55240,2045,4920,154
a320,CFM56-5-A1,55240,2506,6000,187
a320,CFM56-5-A1,55240,2968,7070,221
a320,CFM56-5-A1,55240,3429,8120,255
a320,CFM56-5-A1,55240,3890,9160,289
a320,CFM56-5-A1,55240,4352,10190,324
a320,CFM56-5-A1,56610,1122,2770,87
a320,CFM56-5-A1,56610,1584,3880,120
a320,CFM56-5-A1,56610,2045,4980,154
a320,CFM56-5-A1,56610,2506,6070,187
a320,CFM56-5-A1,56610,2968,7160,220
a320,CFM56-5-A1,56610,3429,8220,255
a320,CFM56-5-A1,56610,3890,9270,289
a320,CFM56-5-A1,56610,4352,10310,323
a320,CFM56-5-A1,57990,1122,2800,87
a320,CFM56-5-A1,57990,1584,3920,120
a320,CFM56-5-A1,57990,2045,5040,153
