ac,eng,mass,distance,fuel,time
a319,CFM56-5-A1,48960,1048,2580,84
a319,CFM56-5-A1,48960,1473,3590,115
a319,CFM56-5-A1,48960,1897,4600,145
a319,CFM56-5-A1,48960,2321,5590,176
a319,CFM56-5-A1,48960,2746,6560,207
a319,CFM56-5-A1,48960,3170,7530,238
a319,CFM56-5-A1,50320,624,1580,53
a319,CFM56-5-A1,50320,1048,2610,84
a319,CFM56-5-A1,50320,1473,3630,115
a319,CFM56-5-A1,50320,1897,4640,145
a319,CFM56-5-A1,50320,2321,5640,176
a319,CFM56-5-A1,50320,2746,6630,207
a319,CFM56-5-A1,50320,3170,7610,237
a319,CFM56-5-A1,50320,3594,8570,268
a319,CFM56-5-A1,51670,1048,2630,84
a319,CFM56-5-A1,51670,1473,3660,114
a319,CFM56-5-A1,51670,1897,4690,145
a319,CFM56-5-A1,51670,2321,5700,176
a319,CFM56-5-A1,51670,2746,6690,206
a319,CFM56-5-A1,51670,3170,7690,237
a319,CFM56-5-A1,51670,3594,8660,268
a319,CFM56-5-A1,51670,4019,9660,300
a319,CFM56-5-A1,53030,1048,2660,83
a319,CFM56-5-A1,53030,1473,3700,114
a319,CFM56-5-A1,53030,1897,4730,145
a319,CFM56-5-A1,53030,2321,5760,175
a319,CFM56-5-A1,53030,2746,6760,206
a319,CFM56-5-A1,53030,3170,7770,237
a319,CFM56-5-A1,53030,3594,8750,267
a319,CFM56-5-A1,53030,4019,9760,299
a319,CFM56-5-A1,54390,1048,2690,83
a319,CFM56-5-A1,54390,1473,3740,114
a319,CFM56-5-A1,54390,1897,4780,144
a319,CFM56-5-A1,54390,2321,5820,175
a319,CFM56-5-A1,54390,2746,6840,205
a319,CFM56-5-A1,54390,3170,7850,236
a319,CFM56-5-A1,54390,3594,8850,267
a319,CFM56-5-A1,54390,4019,9860,299
a319,CFM56-5-A1,55750,1048,2720,83
a319,CFM56-5-A1,55750,1473,3780,113
a319,CFM56-5-A1,55750,1897,4830,144
a319,CFM56-5-A1,55750,2321,5880,175
a319,CFM56-5-A1,55750,2746,6910,205
a319,CFM56-5-A1,55750,3170,7940,236
a319,CFM56-5-A1,55750,3594,8950,267
a319,CFM56-5-A1,55750,4019,9970,299
a319,CFM56-5-A1,57100,1048,2740,82
a319,CFM56-5-A1,57100,1473,3820,113
a319,CFM56-5-A1,57100,1897,4890,144
