ac,eng,mass,distance,fuel
b744,CFM56-5B6,356210,9941,142500
b744,CFM56-5B6,356210,11333,157240
b744,CFM56-5B6,356210,12725,170890
b744,CFM56-5B6,365370,8550,129960
b744,CFM56-5B6,365370,9941,144500
b744,CFM56-5B6,365370,11333,160560
b744,CFM56-5B6,365370,12725,174360
b744,V2500-A1,218880,1591,17720
b744,V2500-A1,218880,2983,32200
b744,V2500-A1,228040,1591,18150
b744,V2500-A1,228040,2983,33060
b744,V2500-A1,237190,1591,18580
b744,V2500-A1,237190,2983,33940
b744,V2500-A1,237190,4375,48880
b744,V2500-A1,246350,1591,19020
b744,V2500-A1,246350,2983,34980
b744,V2500-A1,246350,4375,50480
b744,V2500-A1,246350,5766,66010
b744,V2500-A1,255500,2983,36120
b744,V2500-A1,255500,4375,52210
b744,V2500-A1,255500,5766,68210
b744,V2500-A1,264660,2983,37320
b744,V2500-A1,264660,4375,54060
b744,V2500-A1,264660,5766,70710
b744,V2500-A1,264660,7158,86440
b744,V2500-A1,273810,2983,38490
b744,V2500-A1,273810,4375,56080
b744,V2500-A1,273810,5766,73140
b744,V2500-A1,273810,7158,89300
b744,V2500-A1,282970,2983,39680
b744,V2500-A1,282970,4375,58370
b744,V2500-A1,282970,5766,75970
b744,V2500-A1,282970,7158,91980
b744,V2500-A1,282970,8550,102760
b744,V2500-A1,292120,2983,40050
b744,V2500-A1,292120,4375,60480
b744,V2500-A1,292120,5766,78570
b744,V2500-A1,292120,7158,94590
b744,V2500-A1,292120,8550,106220
b744,V2500-A1,301280,4375,62880
b744,V2500-A1,301280,5766,80870
b744,V2500-A1,301280,7158,97340
b744,V2500-A1,301280,9941,123510
b744,V2500-A1,310430,4375,63020
b744,V2500-A1,310430,5766,83200
b744,V2500-A1,310430,7158,100190
b744,V2500-A1,310430,8550,112740
b744,V2500-A1,310430,9941,127040
b744,V2500-A1,319590,5766,86010
b744,V2500-A1,319590,7158,103210
b744,V2500-A1,319590,8550,116170
b744,V2500-A1,319590,9941,131200
b744,V2500-A1,328740,5766,88700
b744,V2500-A1,328740,7158,106060
b744,V2500-A1,328740,8550,119490
b744,V2500-A1,328740,9941,134360
b744,V2500-A1,328740,11333,148490
b744,V2500-A1,337900,5766,91800
b744,V2500-A1,337900,7158,109000
b744,V2500-A1,337900,8550,122470
b744,V2500-A1,337900,9941,137590
b744,V2500-A1,337900,11333,151930
b744,V2500-A1,347060,7158,111360
b744,V2500-A1,347060,8550,125520
b744,V2500-A1,347060,11333,155440
b744,V2500-A1,347060,12725,169340
b744,V2500-A1,356210,7158,114000
b744,V2500-A1,356210,9941,144260
b744,V2500-A1,356210,11333,159010
b744,V2500-A1,356210,12725,172930
b744,V2500-A1,365370,8550,131940
b744,V2500-A1,365370,9941,147700
b744,V2500-A1,365370,11333,162590
b744,V2500-A1,365370,12725,176460
b744,V2500-A1,374520,8550,134490
b744,V2500-A1,374520,9941,150890
b744,V2500-A1,374520,11333,165950
b744,V2500-A1,374520,12725,180040
b744,V2500-A1,383680,8550,139640
b744,V2500-A1,383680,9941,152410
b744,V2500-A1,383680,11333,169960
b744,V2500-A1,383680,12725,184130
b744,V2527-A5,218880,1591,17610
b744,V2527-A5,218880,2983,32110
b744,V2527-A5,228040,1591,18010
b744,V2527-A5,228040,2983,32930
b744,V2527-A5,237190,1591,18520
b744,V2527-A5,237190,2983,33790
b744,V2527-A5,237190,4375,48690
b744,V2527-A5,246350,2983,34650
b744,V2527-A5,246350,4375,50180
b744,V2527-A5,246350,5766,65810
b744,V2527-A5,255500,2983,35740
b744,V2527-A5,255500,4375,51890
b744,V2527-A5,255500,5766,68140
b744,V2527-A5,264660,2983,36840
b744,V2527-A5,264660,4375,53780
b744,V2527-A5,264660,5766,70390
b744,V2527-A5,264660,7158,86100
b744,V2527-A5,273810,2983,37830
b744,V2527-A5,273810,4375,55830
b744,V2527-A5,273810,5766,72820
b744,V2527-A5,273810,7158,88670
b744,V2527-A5,282970,2983,38330
b744,V2527-A5,282970,4375,58090
b744,V2527-A5,282970,5766,75450
b744,V2527-A5,282970,7158,91070
b744,V2527-A5,282970,8550,102460
b744,V2527-A5,292120,2983,39380
b744,V2527-A5,292120,4375,60200
b744,V2527-A5,292120,5766,77570
b744,V2527-A5,292120,7158,93580
b744,V2527-A5,301280,4375,60580
b744,V2527-A5,301280,5766,79690
b744,V2527-A5,301280,7158,96200
b744,V2527-A5,301280,8550,108730
b744,V2527-A5,301280,9941,122820
b744,V2527-A5,310430,4375,61750
b744,V2527-A5,310430,5766,82190
b744,V2527-A5,310430,7158,98880
b744,V2527-A5,310430,8550,112150
b744,V2527-A5,310430,9941,126900
b744,V2527-A5,319590,5766,84630
b744,V2527-A5,319590,7158,101630
b744,V2527-A5,319590,8550,115160
b744,V2527-A5,319590,9941,129850
b744,V2527-A5,319590,11333,143830
b744,V2527-A5,328740,5766,87470
b744,V2527-A5,328740,7158,104310
b744,V2527-A5,328740,9941,132800
b744,V2527-A5,328740,11333,147070
b744,V2527-A5,337900,7158,106610
b744,V2527-A5,337900,8550,120720
b744,V2527-A5,337900,9941,135910
b744,V2527-A5,337900,11333,150350
b744,V2527-A5,347060,7158,109020
b744,V2527-A5,347060,8550,123630
b744,V2527-A5,347060,9941,139030
b744,V2527-A5,347060,11333,153700
b744,V2527-A5,347060,12725,167600
b744,V2527-A5,356210,7158,105750
b744,V2527-A5,356210,8550,126610
b744,V2527-A5,356210,9941,142340
b744,V2527-A5,356210,11333,157060
b744,V2527-A5,356210,12725,170950
b744,V2527-A5,365370,8550,128200
b744,V2527-A5,365370,9941,145580
b744,V2527-A5,365370,11333,160230
b744,V2527-A5,365370,12725,174290
b744,V2527-A5,374520,8550,132310
b744,V2527-A5,374520,9941,147270
b744,V2527-A5,374520,11333,163350
b744,V2527-A5,374520,12725,177670
b744,V2527-A5,383680,8550,136480
b744,V2527-A5,383680,9941,150570
b744,V2527-A5,383680,11333,169140
b744,V2527E-A5,218880,1591,17390
b744,V2527E-A5,218880,2983,31610
b744,V2527E-A5,228040,1591,17770
b744,V2527E-A5,228040,2983,32430
b744,V2527E-A5,237190,1591,18370
b744,V2527E-A5,237190,2983,33290
b744,V2527E-A5,237190,4375,48040
b744,V2527E-A5,246350,1591,18790
b744,V2527E-A5,246350,2983,34350
b744,V2527E-A5,246350,4375,49640
b744,V2527E-A5,246350,5766,64870
b744,V2527E-A5,255500,1591,19260
b744,V2527E-A5,255500,2983,35370
b744,V2527E-A5,255500,4375,51460
b744,V2527E-A5,255500,5766,67240
