ac,eng,mass,distance,fuel
a21n,CFM56-5B6,86550,3429,10910
a21n,CFM56-5B6,86550,3890,12630
a21n,CFM56-5B6,86550,4352,14370
a21n,CFM56-5B6,88440,3890,12830
a21n,CFM56-5B6,88440,4352,14610
a21n,CFM56-5B6,90340,4352,14870
a21n,V2500-A1,60000,661,1860
a21n,V2500-A1,60000,1122,3100
a21n,V2500-A1,60000,1584,4340
a21n,V2500-A1,60000,2045,5570
a21n,V2500-A1,60000,2506,6810
a21n,V2500-A1,60000,2968,8010
a21n,V2500-A1,60000,3429,9180
a21n,V2500-A1,61900,1122,3160
a21n,V2500-A1,61900,1584,4420
a21n,V2500-A1,61900,2045,5670
a21n,V2500-A1,61900,2506,6940
a21n,V2500-A1,61900,2968,8140
a21n,V2500-A1,61900,3429,9320
a21n,V2500-A1,61900,3890,10510
a21n,V2500-A1,61900,4352,11680
a21n,V2500-A1,63790,661,1910
a21n,V2500-A1,63790,1122,3200
a21n,V2500-A1,63790,1584,4480
a21n,V2500-A1,63790,2045,5770
a21n,V2500-A1,63790,2506,7050
a21n,V2500-A1,63790,2968,8260
a21n,V2500-A1,63790,3429,9460
a21n,V2500-A1,63790,3890,10660
a21n,V2500-A1,63790,4352,11900
a21n,V2500-A1,65690,1122,3240
a21n,V2500-A1,65690,1584,4550
a21n,V2500-A1,65690,2045,5870
a21n,V2500-A1,65690,2506,7120
a21n,V2500-A1,65690,2968,8360
a21n,V2500-A1,65690,3429,9590
a21n,V2500-A1,65690,3890,10810
a21n,V2500-A1,65690,4352,12140
a21n,V2500-A1,67590,1122,3290
a21n,V2500-A1,67590,1584,4630
a21n,V2500-A1,67590,2045,5950
a21n,V2500-A1,67590,2506,7200
a21n,V2500-A1,67590,2968,8440
a21n,V2500-A1,67590,3429,9680
a21n,V2500-A1,67590,3890,10980
a21n,V2500-A1,67590,4352,12400
a21n,V2500-A1,69480,1122,3350
a21n,V2500-A1,69480,1584,4700
a21n,V2500-A1,69480,2045,6020
a21n,V2500-A1,69480,2506,7270
a21n,V2500-A1,69480,2968,8530
a21n,V2500-A1,69480,3429,9780
a21n,V2500-A1,69480,3890,11100
a21n,V2500-A1,69480,4352,12540
a21n,V2500-A1,71380,1122,3400
a21n,V2500-A1,71380,1584,4760
a21n,V2500-A1,71380,2045,6080
a21n,V2500-A1,71380,2506,7350
a21n,V2500-A1,71380,2968,8620
a21n,V2500-A1,71380,3429,9890
a21n,V2500-A1,71380,3890,11280
a21n,V2500-A1,71380,4352,12750
a21n,V2500-A1,73270,1584,4810
a21n,V2500-A1,73270,2045,6150
a21n,V2500-A1,73270,2506,7430
a21n,V2500-A1,73270,2968,8710
a21n,V2500-A1,73270,3429,9990
a21n,V2500-A1,73270,3890,11460
a21n,V2500-A1,73270,4352,12980
a21n,V2500-A1,75170,1584,4870
a21n,V2500-A1,75170,2045,6210
a21n,V2500-A1,75170,2506,7510
a21n,V2500-A1,75170,2968,8800
a21n,V2500-A1,75170,3429,10130
a21n,V2500-A1,75170,3890,11650
a21n,V2500-A1,75170,4352,13220
a21n,V2500-A1,77070,1122,3520
a21n,V2500-A1,77070,1584,4930
a21n,V2500-A1,77070,2045,6280
a21n,V2500-A1,77070,2506,7580
a21n,V2500-A1,77070,2968,8890
a21n,V2500-A1,77070,3429,10280
a21n,V2500-A1,77070,3890,11850
a21n,V2500-A1,77070,4352,13470
a21n,V2500-A1,78960,1122,3560
a21n,V2500-A1,78960,1584,4990
a21n,V2500-A1,78960,2045,6340
a21n,V2500-A1,78960,2506,7660
a21n,V2500-A1,78960,2968,8980
a21n,V2500-A1,78960,3429,10450
a21n,V2500-A1,78960,3890,12060
a21n,V2500-A1,78960,4352,13730
a21n,V2500-A1,80860,1584,5050
a21n,V2500-A1,80860,2045,6410
a21n,V2500-A1,80860,2506,7740
a21n,V2500-A1,80860,2968,9070
a21n,V2500-A1,80860,3429,10610
a21n,V2500-A1,80860,3890,12270
a21n,V2500-A1,80860,4352,14000
a21n,V2500-A1,82760,2045,6470
a21n,V2500-A1,82760,2506,7820
a21n,V2500-A1,82760,2968,9160
a21n,V2500-A1,82760,3429,10780
a21n,V2500-A1,82760,3890,12490
a21n,V2500-A1,82760,4352,14230
a21n,V2500-A1,84650,2506,7890
a21n,V2500-A1,84650,2968,9320
a21n,V2500-A1,84650,3429,10960
a21n,V2500-A1,84650,3890,12700
a21n,V2500-A1,84650,4352,14460
a21n,V2500-A1,86550,2968,9490
a21n,V2500-A1,86550,3429,11140
a21n,V2500-A1,86550,3890,12900
a21n,V2500-A1,86550,4352,14690
a21n,V2500-A1,88440,3890,13100
a21n,V2500-A1,88440,4352,14940
a21n,V2500-A1,90340,4352,15200
a21n,V2527-A5,60000,661,1890
a21n,V2527-A5,60000,1122,3150
a21n,V2527-A5,60000,1584,4410
a21n,V2527-A5,60000,2045,5660
a21n,V2527-A5,60000,2506,6930
a21n,V2527-A5,60000,2968,8120
a21n,V2527-A5,60000,3429,9310
a21n,V2527-A5,61900,1122,3200
a21n,V2527-A5,61900,1584,4490
a21n,V2527-A5,61900,2045,5780
a21n,V2527-A5,61900,2506,7030
a21n,V2527-A5,61900,2968,8240
a21n,V2527-A5,61900,3429,9440
a21n,V2527-A5,61900,3890,10650
a21n,V2527-A5,61900,4352,11830
a21n,V2527-A5,63790,1584,4550
a21n,V2527-A5,63790,2045,5860
a21n,V2527-A5,63790,2506,7130
a21n,V2527-A5,63790,2968,8350
a21n,V2527-A5,63790,3429,9570
a21n,V2527-A5,63790,3890,10800
a21n,V2527-A5,63790,4352,12050
a21n,V2527-A5,65690,1122,3300
a21n,V2527-A5,65690,1584,4620
a21n,V2527-A5,65690,2045,5930
a21n,V2527-A5,65690,2506,7180
a21n,V2527-A5,65690,2968,8450
a21n,V2527-A5,65690,3429,9690
a21n,V2527-A5,65690,3890,10930
a21n,V2527-A5,65690,4352,12290
a21n,V2527-A5,67590,1122,3340
a21n,V2527-A5,67590,1584,4670
a21n,V2527-A5,67590,2045,6000
a21n,V2527-A5,67590,2506,7260
a21n,V2527-A5,67590,2968,8520
a21n,V2527-A5,67590,3429,9780
a21n,V2527-A5,67590,3890,11050
a21n,V2527-A5,67590,4352,12530
a21n,V2527-A5,69480,1584,4730
a21n,V2527-A5,69480,2045,6060
a21n,V2527-A5,69480,2506,7330
a21n,V2527-A5,69480,2968,8610
a21n,V2527-A5,69480,3429,9880
a21n,V2527-A5,69480,3890,11210
a21n,V2527-A5,69480,4352,12670
a21n,V2527-A5,71380,1122,3420
a21n,V2527-A5,71380,1584,4780
a21n,V2527-A5,71380,2045,6130
a21n,V2527-A5,71380,2506,7410
a21n,V2527-A5,71380,2968,8700
a21n,V2527-A5,71380,3429,9980
a21n,V2527-A5,71380,3890,11380
a21n,V2527-A5,71380,4352,12880
a21n,V2527-A5,73270,1584,4840
a21n,V2527-A5,73270,2045,6190
a21n,V2527-A5,73270,2506,7480
a21n,V2527-A5,73270,2968,8780
a21n,V2527-A5,73270,3429,10080
a21n,V2527-A5,73270,3890,11560
a21n,V2527-A5,73270,4352,13100
a21n,V2527-A5,75170,1584,4890
a21n,V2527-A5,75170,2045,6250
a21n,V2527-A5,75170,2506,7550
a21n,V2527-A5,75170,2968,8870
a21n,V2527-A5,75170,3429,10200
a21n,V2527-A5,75170,3890,11740
a21n,V2527-A5,75170,4352,13340
a21n,V2527-A5,77070,1584,4950
a21n,V2527-A5,77070,2045,6310
a21n,V2527-A5,77070,2506,7630
a21n,V2527-A5,77070,2968,8950
a21n,V2527-A5,77070,3429,10350
a21n,V2527-A5,77070,3890,11940
a21n,V2527-A5,77070,4352,13590
a21n,V2527-A5,78960,1584,5010
a21n,V2527-A5,78960,2045,6370
a21n,V2527-A5,78960,2506,7700
a21n,V2527-A5,78960,2968,9030
a21n,V2527-A5,78960,3429,10510
a21n,V2527-A5,78960,3890,12140
a21n,V2527-A5,78960,4352,13840
a21n,V2527-A5,80860,1584,5060
a21n,V2527-A5,80860,2045,6430
a21n,V2527-A5,80860,2506,7770
a21n,V2527-A5,80860,2968,9110
a21n,V2527-A5,80860,3429,10660
a21n,V2527-A5,80860,3890,12340
a21n,V2527-A5,80860,4352,14050
a21n,V2527-A5,82760,2045,6490
a21n,V2527-A5,82760,2506,7840
a21n,V2527-A5,82760,2968,9200
a21n,V2527-A5,82760,3429,10830
a21n,V2527-A5,82760,3890,12560
a21n,V2527-A5,82760,4352,14270
a21n,V2527-A5,84650,2506,7910
a21n,V2527-A5,84650,2968,9340
a21n,V2527-A5,84650,3429,11000
a21n,V2527-A5,84650,3890,12770
a21n,V2527-A5,84650,4352,14490
a21n,V2527-A5,86550,2968,9500
a21n,V2527-A5,86550,3429,11170
a21n,V2527-A5,86550,3890,12960
a21n,V2527-A5,86550,4352,14710
a21n,V2527-A5,88440,3890,13160
a21n,V2527-A5,88440,4352,14950
a21n,V2527-A5,90340,4352,15190
a21n,V2527E-A5,60000,661,1840
a21n,V2527E-A5,60000,1122,3060
a21n,V2527E-A5,60000,1584,4290
a21n,V2527E-A5,60000,2045,5510
a21n,V2527E-A5,60000,2506,6740
a21n,V2527E-A5,60000,2968,7920
a21n,V2527E-A5,60000,3429,9080
a21n,V2527E-A5,61900,1122,3110
a21n,V2527E-A5,61900,2045,5620
a21n,V2527E-A5,61900,2506,6870
a21n,V2527E-A5,61900,2968,8040
a21n,V2527E-A5,61900,3429,9220
a21n,V2527E-A5,61900,3890,10390
a21n,V2527E-A5,61900,4352,11560
a21n,V2527E-A5,63790,1122,3160
a21n,V2527E-A5,63790,1584,4430
a21n,V2527E-A5,63790,2045,5710
a21n,V2527E-A5,63790,2506,6960
a21n,V2527E-A5,63790,2968,8150
a21n,V2527E-A5,63790,3429,9340
a21n,V2527E-A5,63790,3890,10540
a21n,V2527E-A5,63790,4352,11780
a21n,V2527E-A5,65690,661,1910
a21n,V2527E-A5,65690,1584,4500
a21n,V2527E-A5,65690,2045,5790
a21n,V2527E-A5,65690,2506,7010
a21n,V2527E-A5,65690,2968,8250
a21n,V2527E-A5,65690,3429,9460
a21n,V2527E-A5,65690,3890,10670
a21n,V2527E-A5,65690,4352,12020
a21n,V2527E-A5,67590,1122,3260
a21n,V2527E-A5,67590,1584,4570
a21n,V2527E-A5,67590,2045,5860
a21n,V2527E-A5,67590,2506,7090
a21n,V2527E-A5,67590,2968,8320
a21n,V2527E-A5,67590,3429,9550
a21n,V2527E-A5,67590,3890,10810
a21n,V2527E-A5,67590,4352,12280
a21n,V2527E-A5,69480,1122,3300
a21n,V2527E-A5,69480,1584,4620
a21n,V2527E-A5,69480,2045,5920
a21n,V2527E-A5,69480,2506,7160
a21n,V2527E-A5,69480,2968,8410
a21n,V2527E-A5,69480,3429,9650
a21n,V2527E-A5,69480,3890,10970
a21n,V2527E-A5,69480,4352,12400
a21n,V2527E-A5,71380,1584,4680
a21n,V2527E-A5,71380,2045,5980
a21n,V2527E-A5,71380,2506,7240
a21n,V2527E-A5,71380,2968,8490
a21n,V2527E-A5,71380,3429,9750
a21n,V2527E-A5,71380,3890,11140
a21n,V2527E-A5,71380,4352,12620
a21n,V2527E-A5,73270,1584,4730
a21n,V2527E-A5,73270,2045,6040
a21n,V2527E-A5,73270,2506,7310
a21n,V2527E-A5,73270,2968,8580
a21n,V2527E-A5,73270,3429,9850
a21n,V2527E-A5,73270,3890,11320
a21n,V2527E-A5,73270,4352,12850
a21n,V2527E-A5,75170,1122,3420
a21n,V2527E-A5,75170,1584,4790
a21n,V2527E-A5,75170,2045,6100
a21n,V2527E-A5,75170,2506,7380
a21n,V2527E-A5,75170,2968,8660
a21n,V2527E-A5,75170,3429,9990
a21n,V2527E-A5,75170,3890,11510
a21n,V2527E-A5,75170,4352,13090
a21n,V2527E-A5,77070,1584,4840
a21n,V2527E-A5,77070,2045,6170
a21n,V2527E-A5,77070,2506,7460
a21n,V2527E-A5,77070,2968,8750
a21n,V2527E-A5,77070,3429,10140
a21n,V2527E-A5,77070,3890,11710
a21n,V2527E-A5,77070,4352,13340
a21n,V2527E-A5,78960,1584,4900
a21n,V2527E-A5,78960,2045,6230
a21n,V2527E-A5,78960,2506,7530
a21n,V2527E-A5,78960,2968,8830
a21n,V2527E-A5,78960,3429,10300
a21n,V2527E-A5,78960,3890,11910
a21n,V2527E-A5,78960,4352,13580
a21n,V2527E-A5,80860,1584,4960
a21n,V2527E-A5,80860,2045,6290
a21n,V2527E-A5,80860,2506,7600
a21n,V2527E-A5,80860,2968,8910
a21n,V2527E-A5,80860,3429,10460
a21n,V2527E-A5,80860,3890,12120
a21n,V2527E-A5,80860,4352,13780
a21n,V2527E-A5,82760,2045,6340
a21n,V2527E-A5,82760,2506,7670
a21n,V2527E-A5,82760,2968,9010
a21n,V2527E-A5,82760,3429,10630
a21n,V2527E-A5,82760,3890,12340
a21n,V2527E-A5,82760,4352,13990
a21n,V2527E-A5,84650,2506,7740
a21n,V2527E-A5,84650,2968,9150
a21n,V2527E-A5,84650,3429,10800
a21n,V2527E-A5,84650,3890,12540
a21n,V2527E-A5,84650,4352,14220
a21n,V2527E-A5,86550,2968,9310
a21n,V2527E-A5,86550,3429,10980
a21n,V2527E-A5,86550,3890,12730
a21n,V2527E-A5,86550,4352,14450
a21n,V2527E-A5,88440,3890,12930
a21n,V2527E-A5,88440,4352,14690
a21n,V2527E-A5,90340,4352,14940
