ac,eng,mass,distance,fuel
a333,CFM56-5A3,200740,7943,63110
a333,CFM56-5A3,200740,8911,69770
a333,CFM56-5A3,205600,2135,18430
a333,CFM56-5A3,205600,3103,26540
a333,CFM56-5A3,205600,4071,34360
a333,CFM56-5A3,205600,5039,41950
a333,CFM56-5A3,205600,6007,49390
a333,CFM56-5A3,205600,6975,56610
a333,CFM56-5A3,205600,7943,64250
a333,CFM56-5A3,205600,8911,70980
a333,CFM56-5A3,210450,3103,27110
a333,CFM56-5A3,210450,4071,35090
a333,CFM56-5A3,210450,5039,42820
a333,CFM56-5A3,210450,6007,50390
a333,CFM56-5A3,210450,6975,57700
a333,CFM56-5A3,210450,7943,65530
a333,CFM56-5A3,210450,8911,72290
a333,CFM56-5A3,215310,4071,35990
a333,CFM56-5A3,215310,5039,43940
a333,CFM56-5B4,147340,1167,7990
a333,CFM56-5B4,147340,2135,14260
a333,CFM56-5B4,147340,3103,20360
a333,CFM56-5B4,152190,2135,14560
a333,CFM56-5B4,152190,3103,20810
a333,CFM56-5B4,152190,4071,26880
a333,CFM56-5B4,157050,2135,14860
a333,CFM56-5B4,157050,3103,21260
a333,CFM56-5B4,157050,4071,27490
a333,CFM56-5B4,157050,5039,33370
a333,CFM56-5B4,161900,1167,8460
a333,CFM56-5B4,161900,2135,15150
a333,CFM56-5B4,161900,3103,21710
a333,CFM56-5B4,161900,4071,28110
a333,CFM56-5B4,161900,5039,34230
a333,CFM56-5B4,166760,1167,8610
a333,CFM56-5B4,166760,2135,15450
a333,CFM56-5B4,166760,3103,22160
a333,CFM56-5B4,166760,4071,28730
a333,CFM56-5B4,166760,5039,35060
a333,CFM56-5B4,166760,6007,41250
a333,CFM56-5B4,171610,2135,15750
a333,CFM56-5B4,171610,3103,22610
a333,CFM56-5B4,171610,4071,29370
a333,CFM56-5B4,171610,5039,35890
a333,CFM56-5B4,171610,6007,42300
a333,CFM56-5B4,171610,6975,48550
a333,CFM56-5B4,176470,2135,16050
a333,CFM56-5B4,176470,3103,23060
a333,CFM56-5B4,176470,4071,30020
a333,CFM56-5B4,176470,5039,36730
a333,CFM56-5B4,176470,6007,43390
a333,CFM56-5B4,176470,6975,49790
a333,CFM56-5B4,181320,2135,16350
a333,CFM56-5B4,181320,3103,23520
a333,CFM56-5B4,181320,4071,30660
a333,CFM56-5B4,181320,5039,37590
a333,CFM56-5B4,181320,6007,44300
a333,CFM56-5B4,181320,6975,51090
a333,CFM56-5B4,181320,7943,57210
a333,CFM56-5B4,186180,1167,9250
a333,CFM56-5B4,186180,2135,16660
a333,CFM56-5B4,186180,3103,23990
a333,CFM56-5B4,186180,4071,31310
a333,CFM56-5B4,186180,5039,38460
a333,CFM56-5B4,186180,6007,45310
a333,CFM56-5B4,186180,6975,52170
a333,CFM56-5B4,186180,7943,58640
a333,CFM56-5B4,186180,8911,65000
a333,CFM56-5B4,191030,1167,9420
a333,CFM56-5B4,191030,2135,16970
a333,CFM56-5B4,191030,3103,24470
a333,CFM56-5B4,191030,4071,31980
a333,CFM56-5B4,191030,5039,39370
a333,CFM56-5B4,191030,6007,47250
a333,CFM56-5B4,191030,6975,53050
a333,CFM56-5B4,191030,7943,60520
a333,CFM56-5B4,191030,8911,66640
a333,CFM56-5B4,195890,2135,17290
a333,CFM56-5B4,195890,3103,24950
a333,CFM56-5B4,195890,4071,32670
a333,CFM56-5B4,195890,5039,40300
a333,CFM56-5B4,195890,6007,47400
a333,CFM56-5B4,195890,6975,54190
a333,CFM56-5B4,195890,7943,61620
a333,CFM56-5B4,195890,8911,68140
a333,CFM56-5B4,200740,2135,17630
a333,CFM56-5B4,200740,3103,25460
a333,CFM56-5B4,200740,4071,33380
a333,CFM56-5B4,200740,5039,41140
a333,CFM56-5B4,200740,6007,48490
a333,CFM56-5B4,200740,6975,55410
a333,CFM56-5B4,200740,7943,61810
a333,CFM56-5B4,200740,8911,69630
a333,CFM56-5B4,205600,2135,17990
a333,CFM56-5B4,205600,3103,26010
a333,CFM56-5B4,205600,5039,42010
a333,CFM56-5B4,205600,6007,49520
a333,CFM56-5B4,205600,6975,56710
a333,CFM56-5B4,205600,7943,62770
a333,CFM56-5B4,205600,8911,71130
a333,CFM56-5B4,210450,3103,26650
a333,CFM56-5B4,210450,4071,35060
a333,CFM56-5B4,210450,5039,43070
a333,CFM56-5B4,210450,6007,50750
a333,CFM56-5B4,210450,6975,58210
a333,CFM56-5B4,210450,7943,63540
a333,CFM56-5B4,210450,8911,72050
a333,CFM56-5B4,215310,4071,36200
a333,CFM56-5B4,215310,5039,44710
a333,CFM56-5B5,147340,2135,14830
a333,CFM56-5B5,147340,3103,21460
a333,CFM56-5B5,152190,2135,15110
a333,CFM56-5B5,152190,3103,21850
a333,CFM56-5B5,152190,4071,28380
a333,CFM56-5B5,157050,2135,15380
a333,CFM56-5B5,157050,3103,22250
a333,CFM56-5B5,157050,4071,28920
a333,CFM56-5B5,161900,2135,15670
a333,CFM56-5B5,161900,3103,22650
a333,CFM56-5B5,161900,4071,29410
a333,CFM56-5B5,161900,5039,35960
a333,CFM56-5B5,166760,2135,15960
a333,CFM56-5B5,166760,3103,23060
a333,CFM56-5B5,166760,4071,29930
a333,CFM56-5B5,166760,5039,36600
a333,CFM56-5B5,166760,6007,43150
a333,CFM56-5B5,171610,2135,16250
a333,CFM56-5B5,171610,3103,23480
a333,CFM56-5B5,171610,4071,30470
a333,CFM56-5B5,171610,5039,37240
a333,CFM56-5B5,171610,6007,43900
a333,CFM56-5B5,176470,2135,16550
a333,CFM56-5B5,176470,3103,23900
a333,CFM56-5B5,176470,4071,31010
a333,CFM56-5B5,176470,5039,37900
a333,CFM56-5B5,176470,6007,44660
a333,CFM56-5B5,176470,6975,51210
a333,CFM56-5B5,181320,2135,16850
a333,CFM56-5B5,181320,3103,24330
a333,CFM56-5B5,181320,4071,31560
a333,CFM56-5B5,181320,5039,38560
a333,CFM56-5B5,181320,6007,45430
a333,CFM56-5B5,181320,6975,52090
a333,CFM56-5B5,181320,7943,58850
a333,CFM56-5B5,186180,2135,17170
a333,CFM56-5B5,186180,3103,24770
a333,CFM56-5B5,186180,4071,32110
a333,CFM56-5B5,186180,5039,39230
a333,CFM56-5B5,186180,6007,46220
a333,CFM56-5B5,186180,6975,52990
a333,CFM56-5B5,186180,7943,59890
a333,CFM56-5B5,191030,3103,25230
a333,CFM56-5B5,191030,4071,32690
a333,CFM56-5B5,191030,5039,39920
a333,CFM56-5B5,191030,6007,47010
a333,CFM56-5B5,191030,6975,53890
a333,CFM56-5B5,191030,7943,60980
a333,CFM56-5B5,191030,8911,67420
a333,CFM56-5B5,195890,2135,17890
a333,CFM56-5B5,195890,3103,25760
a333,CFM56-5B5,195890,4071,33350
a333,CFM56-5B5,195890,5039,40710
a333,CFM56-5B5,195890,6007,47920
a333,CFM56-5B5,195890,6975,54890
a333,CFM56-5B5,195890,7943,62090
a333,CFM56-5B5,195890,8911,68610
a333,CFM56-5B5,200740,2135,18300
a333,CFM56-5B5,200740,3103,26380
a333,CFM56-5B5,200740,4071,34180
a333,CFM56-5B5,200740,5039,41730
a333,CFM56-5B5,200740,6007,49590
a333,CFM56-5B5,200740,6975,56900
a333,CFM56-5B5,205600,2135,18790
a333,CFM56-5B5,205600,3103,27320
a333,CFM56-5B6,147340,2135,15710
a333,CFM56-5B6,147340,3103,22540
a333,CFM56-5B6,152190,2135,15970
a333,CFM56-5B6,152190,3103,22950
a333,CFM56-5B6,157050,2135,16240
a333,CFM56-5B6,157050,3103,23460
a333,CFM56-5B6,157050,4071,30270
a333,CFM56-5B6,161900,2135,16510
a333,CFM56-5B6,161900,3103,23840
a333,CFM56-5B6,161900,4071,30810
a333,CFM56-5B6,161900,5039,37630
a333,CFM56-5B6,166760,2135,16790
a333,CFM56-5B6,166760,3103,24240
a333,CFM56-5B6,166760,4071,31460
a333,CFM56-5B6,166760,5039,38370
a333,CFM56-5B6,171610,2135,17070
a333,CFM56-5B6,171610,3103,24640
a333,CFM56-5B6,171610,4071,31970
a333,CFM56-5B6,171610,5039,39100
a333,CFM56-5B6,171610,6007,46550
a333,CFM56-5B6,176470,2135,17360
a333,CFM56-5B6,176470,3103,25050
a333,CFM56-5B6,176470,4071,32500
a333,CFM56-5B6,176470,5039,39730
a333,CFM56-5B6,176470,6007,47140
a333,CFM56-5B6,176470,6975,54350
a333,CFM56-5B6,181320,2135,17650
a333,CFM56-5B6,181320,3103,25460
a333,CFM56-5B6,181320,4071,33030
a333,CFM56-5B6,181320,5039,40370
a333,CFM56-5B6,181320,6007,47420
a333,CFM56-5B6,181320,6975,55320
a333,CFM56-5B6,186180,2135,17950
a333,CFM56-5B6,186180,3103,25880
a333,CFM56-5B6,186180,4071,33570
a333,CFM56-5B6,186180,5039,41020
a333,CFM56-5B6,186180,6007,48220
a333,CFM56-5B6,186180,7943,62920
a333,CFM56-5B6,191030,2135,18260
a333,CFM56-5B6,191030,3103,26310
a333,CFM56-5B6,191030,4071,34120
a333,CFM56-5B6,191030,5039,41680
a333,CFM56-5B6,191030,6975,56160
a333,CFM56-5B6,195890,2135,18590
a333,CFM56-5B6,195890,3103,26760
a333,CFM56-5B6,195890,4071,34680
a333,CFM56-5B6,195890,5039,42360
a333,CFM56-5B6,195890,6007,49820
a333,CFM56-5B6,195890,6975,57080
a333,CFM56-5B6,195890,7943,65050
a333,CFM56-5B6,195890,8911,72340
a333,CFM56-5B6,200740,3103,27230
a333,CFM56-5B6,200740,4071,35260
a333,CFM56-5B6,200740,5039,43050
a333,CFM56-5B6,200740,6007,50690
a333,CFM56-5B6,200740,6975,58010
a333,CFM56-5B6,200740,7943,65640
a333,CFM56-5B6,200740,8911,73790
a333,CFM56-5B6,205600,2135,19330
a333,CFM56-5B6,205600,3103,27770
a333,CFM56-5B6,205600,4071,35930
a333,CFM56-5B6,205600,5039,43840
a333,CFM56-5B6,205600,6007,51580
a333,CFM56-5B6,205600,6975,59020
a333,CFM56-5B6,205600,7943,66730
a333,CFM56-5B6,205600,8911,75360
a333,CFM56-5B6,210450,3103,28400
a333,CFM56-5B6,210450,4071,36750
a333,CFM56-5B6,210450,5039,44840
a333,CFM56-5B6,210450,6007,52800
a333,CFM56-5B6,210450,6975,60400
a333,CFM56-5B6,210450,7943,68420
a333,CFM56-5B6,210450,8911,78640
a333,CFM56-5B6,215310,3103,29170
a333,V2500-A1,147340,2135,16020
a333,V2500-A1,147340,3103,23060
a333,V2500-A1,152190,3103,23450
a333,V2500-A1,157050,2135,16590
a333,V2500-A1,157050,3103,23800
a333,V2500-A1,157050,4071,31040
a333,V2500-A1,161900,2135,16880
a333,V2500-A1,161900,3103,24230
a333,V2500-A1,161900,4071,31590
a333,V2500-A1,161900,5039,38790
a333,V2500-A1,166760,2135,17170
a333,V2500-A1,166760,3103,24660
a333,V2500-A1,166760,4071,32020
a333,V2500-A1,166760,5039,39550
a333,V2500-A1,171610,2135,17510
a333,V2500-A1,171610,3103,25100
a333,V2500-A1,171610,4071,32480
a333,V2500-A1,171610,5039,39970
a333,V2500-A1,171610,6007,47370
a333,V2500-A1,176470,2135,17770
a333,V2500-A1,176470,3103,25530
a333,V2500-A1,176470,4071,33050
a333,V2500-A1,176470,5039,40600
a333,V2500-A1,176470,6007,48310
a333,V2500-A1,181320,2135,18100
a333,V2500-A1,181320,3103,25970
a333,V2500-A1,181320,4071,33620
a333,V2500-A1,181320,5039,41190
a333,V2500-A1,181320,6007,49150
a333,V2500-A1,181320,6975,56300
a333,V2500-A1,186180,2135,18400
a333,V2500-A1,186180,3103,26500
a333,V2500-A1,186180,4071,34230
a333,V2500-A1,186180,5039,41820
a333,V2500-A1,186180,6007,49980
a333,V2500-A1,186180,6975,57390
a333,V2500-A1,186180,7943,63790
a333,V2500-A1,191030,2135,18710
a333,V2500-A1,191030,3103,26930
a333,V2500-A1,191030,4071,34770
a333,V2500-A1,191030,5039,42440
a333,V2500-A1,191030,6007,50860
a333,V2500-A1,191030,6975,58500
a333,V2500-A1,191030,7943,64970
a333,V2500-A1,195890,2135,19030
a333,V2500-A1,195890,3103,27380
a333,V2500-A1,195890,4071,35360
a333,V2500-A1,195890,5039,43150
a333,V2500-A1,195890,6007,51560
a333,V2500-A1,195890,6975,59650
a333,V2500-A1,195890,7943,66200
a333,V2500-A1,195890,8911,73260
a333,V2500-A1,200740,2135,19360
a333,V2500-A1,200740,3103,27840
a333,V2500-A1,200740,4071,36050
a333,V2500-A1,200740,5039,43880
a333,V2500-A1,200740,6007,51570
a333,V2500-A1,200740,6975,60510
a333,V2500-A1,200740,7943,67460
a333,V2500-A1,200740,8911,74690
a333,V2500-A1,205600,2135,19710
a333,V2500-A1,205600,3103,28310
a333,V2500-A1,205600,4071,36570
a333,V2500-A1,205600,5039,44620
a333,V2500-A1,205600,6007,52430
a333,V2500-A1,205600,6975,61430
a333,V2500-A1,205600,7943,68780
a333,V2500-A1,205600,8911,76210
a333,V2500-A1,210450,3103,28820
a333,V2500-A1,210450,4071,37270
a333,V2500-A1,210450,5039,45360
a333,V2500-A1,210450,6007,53300
a333,V2500-A1,210450,6975,62410
a333,V2500-A1,210450,7943,70170
a333,V2500-A1,210450,8911,77820
a333,V2500-A1,215310,3103,29400
a333,V2500-A1,215310,4071,37980
a333,V2500-A1,215310,5039,46210
a333,V2500-A1,215310,6007,54260
a333,V2500-A1,215310,6975,62040
a333,V2500-A1,215310,7943,70340
a333,V2500-A1,215310,8911,79590
a333,V2500-A1,220160,4071,38840
a333,V2500-A1,220160,5039,47240
a333,V2500-A1,220160,6007,55490
a333,V2500-A1,220160,6975,64890
a333,V2500-A1,220160,7943,72270
a333,V2500-A1,220160,8911,82030
a333,V2500-A1,225020,4071,39890
a333,V2527-A5,147340,2135,15820
a333,V2527-A5,147340,3103,22780
a333,V2527-A5,152190,3103,23120
a333,V2527-A5,157050,2135,16400
a333,V2527-A5,157050,3103,23520
a333,V2527-A5,157050,4071,30690
a333,V2527-A5,161900,2135,16660
a333,V2527-A5,161900,3103,23920
a333,V2527-A5,161900,4071,30990
a333,V2527-A5,161900,5039,38390
a333,V2527-A5,166760,2135,16920
a333,V2527-A5,166760,3103,24330
a333,V2527-A5,166760,4071,31520
a333,V2527-A5,166760,5039,38700
a333,V2527-A5,171610,2135,17190
a333,V2527-A5,171610,3103,24820
a333,V2527-A5,171610,4071,32050
a333,V2527-A5,171610,5039,39160
a333,V2527-A5,171610,6007,46870
a333,V2527-A5,176470,2135,17460
a333,V2527-A5,176470,3103,25210
a333,V2527-A5,176470,4071,32590
a333,V2527-A5,176470,5039,39820
a333,V2527-A5,176470,6007,47770
