ac,eng,mass,distance,fuel,time
e190,CFM56-5-A1,33300,478,950,41
e190,CFM56-5-A1,33300,757,1480,61
e190,CFM56-5-A1,33300,1036,2000,81
e190,CFM56-5-A1,33300,1315,2520,101
e190,CFM56-5-A1,33300,1594,3040,121
e190,CFM56-5-A1,33300,1873,3550,141
e190,CFM56-5-A1,33300,2152,4070,161
e190,CFM56-5-A1,33300,2431,4570,181
e190,CFM56-5-A1,33300,2710,5080,201
e190,CFM56-5-A1,34170,757,1490,61
e190,CFM56-5-A1,34170,1036,2010,81
e190,CFM56-5-A1,34170,1315,2540,101
e190,CFM56-5-A1,34170,1594,3060,121
e190,CFM56-5-A1,34170,1873,3580,141
e190,CFM56-5-A1,34170,2152,4100,161
e190,CFM56-5-A1,34170,2431,4610,181
e190,CFM56-5-A1,34170,2710,5130,201
e190,CFM56-5-A1,35040,478,970,40
e190,CFM56-5-A1,35040,757,1500,60
e190,CFM56-5-A1,35040,1036,2030,80
e190,CFM56-5-A1,35040,1315,2560,100
e190,CFM56-5-A1,35040,1594,3090,120
e190,CFM56-5-A1,35040,1873,3610,141
e190,CFM56-5-A1,35040,2152,4130,161
e190,CFM56-5-A1,35040,2431,4650,181
e190,CFM56-5-A1,35040,2710,5180,201
e190,CFM56-5-A1,35910,478,970,40
e190,CFM56-5-A1,35910,757,1510,60
e190,CFM56-5-A1,35910,1036,2050,80
e190,CFM56-5-A1,35910,1315,2580,100
e190,CFM56-5-A1,35910,1594,3110,120
e190,CFM56-5-A1,35910,1873,3640,140
e190,CFM56-5-A1,35910,2152,4170,160
e190,CFM56-5-A1,35910,2431,4690,181
e190,CFM56-5-A1,35910,2710,5220,201
e190,CFM56-5-A1,36780,757,1520,60
e190,CFM56-5-A1,36780,1036,2060,80
e190,CFM56-5-A1,36780,1315,2600,100
e190,CFM56-5-A1,36780,1594,3140,120
e190,CFM56-5-A1,36780,1873,3670,140
e190,CFM56-5-A1,36780,2152,4210,160
e190,CFM56-5-A1,36780,2431,4740,180
e190,CFM56-5-A1,36780,2710,5270,201
e190,CFM56-5-A1,37640,757,1540,60
e190,CFM56-5-A1,37640,1036,2080,80
e190,CFM56-5-A1,37640,1315,2630,100
e190,CFM56-5-A1,37640,1594,3170,120
e190,CFM56-5-A1,37640,1873,3710,140
e190,CFM56-5-A1,37640,2152,4250,160
e190,CFM56-5-A1,37640,2431,4790,180
e190,CFM56-5-A1,37640,2710,5310,201
e190,CFM56-5-A1,38510,757,1550,59
e190,CFM56-5-A1,38510,1036,2100,80
e190,CFM56-5-A1,38510,1315,2650,100
e190,CFM56-5-A1,38510,1594,3200,120
e190,CFM56-5-A1,38510,1873,3750,140
e190,CFM56-5-A1,38510,2152,4290,160
e190,CFM56-5-A1,38510,2431,4840,180
e190,CFM56-5-A1,38510,2710,5360,201
e190,CFM56-5-A1,39380,757,1620,66
e190,CFM56-5-A1,39380,1036,2130,79
e190,CFM56-5-A1,39380,1315,2680,99
e190,CFM56-5-A1,39380,1594,3240,120
e190,CFM56-5-A1,39380,1873,3790,140
e190,CFM56-5-A1,39380,2152,4340,160
e190,CFM56-5-A1,39380,2431,4890,180
e190,CFM56-5-A1,39380,2710,5410,201
e190,CFM56-5-A1,40250,1036,2150,79
e190,CFM56-5-A1,40250,1315,2710,99
e190,CFM56-5-A1,40250,1594,3270,119
e190,CFM56-5-A1,40250,1873,3830,139
e190,CFM56-5-A1,40250,2152,4380,160
e190,CFM56-5-A1,40250,2431,4930,180
e190,CFM56-5-A1,40250,2710,5460,201
e190,CFM56-5-A1,41120,757,1600,58
e190,CFM56-5-A1,41120,1036,2170,79
e190,CFM56-5-A1,41120,1315,2740,99
e190,CFM56-5-A1,41120,1594,3300,119
e190,CFM56-5-A1,41120,1873,3870,139
e190,CFM56-5-A1,41120,2152,4420,159
e190,CFM56-5-A1,41120,2431,4980,180
e190,CFM56-5-A1,41120,2710,5510,201
e190,CFM56-5-A1,41980,1036,2190,81
e190,CFM56-5-A1,41980,1315,2760,98
e190,CFM56-5-A1,41980,1594,3340,118
e190,CFM56-5-A1,41980,1873,3910,138
e190,CFM56-5-A1,41980,2152,4470,159
e190,CFM56-5-A1,41980,2431,5030,180
e190,CFM56-5-A1,41980,2710,5570,200
e190,CFM56-5-A1,42850,1036,2210,78
e190,CFM56-5-A1,42850,1315,2790,98
e190,CFM56-5-A1,42850,1594,3370,118
e190,CFM56-5-A1,42850,1873,3940,138
e190,CFM56-5-A1,42850,2152,4510,158
e190,CFM56-5-A1,42850,2431,5070,179
e190,CFM56-5-A1,42850,2710,5620,200
e190,CFM56-5-A1,43720,1036,2220,78
e190,CFM56-5-A1,43720,1315,2810,98
e190,CFM56-5-A1,43720,1594,3390,118
e190,CFM56-5-A1,43720,1873,3970,138
e190,CFM56-5-A1,43720,2152,4540,158
e190,CFM56-5-A1,43720,2431,5120,179
e190,CFM56-5-A1,43720,2710,5670,199
e190,CFM56-5-A1,44590,1036,2240,77
e190,CFM56-5-A1,44590,1315,2830,97
e190,CFM56-5-A1,44590,1594,3420,118
e190,CFM56-5-A1,44590,1873,4000,138
e190,CFM56-5-A1,44590,2152,4580,157
e190,CFM56-5-A1,44590,2431,5130,178
e190,CFM56-5-A1,44590,2710,5710,199
e190,CFM56-5-A1,45460,1315,2850,98
e190,CFM56-5-A1,45460,1594,3440,117
e190,CFM56-5-A1,45460,1873,4030,138
e190,CFM56-5-A1,45460,2152,4610,158
e190,CFM56-5-A1,45460,2431,5170,178
e190,CFM56-5-A1,45460,2710,5730,198
e190,CFM56-5-A1,46320,1594,3470,118
e190,CFM56-5-A1,46320,1873,4060,138
e190,CFM56-5-A1,46320,2152,4640,157
e190,CFM56-5-A1,46320,2431,5200,178
e190,CFM56-5-A1,46320,2710,5770,198
e190,CFM56-5-A1,47190,2152,4670,157
e190,CFM56-5-A1,47190,2431,5240,178
e190,CFM56-5-A1,47190,2710,5810,198
e190,CFM56-5-A1,48060,2431,5270,177
e190,CFM56-5-A1,48060,2710,5850,197
e190,CFM56-5-A1,33300,478,950,41
e190,CFM56-5-A1,33300,757,1480,61
e190,CFM56-5-A1,33300,1036,2000,81
e190,CFM56-5-A1,33300,1315,2520,101
e190,CFM56-5-A1,33300,1594,3040,121
e190,CFM56-5-A1,33300,1873,3550,141
e190,CFM56-5-A1,33300,2152,4070,161
e190,CFM56-5-A1,33300,2431,4570,181
e190,CFM56-5-A1,33300,2710,5080,201
e190,CFM56-5-A1,34170,757,1490,61
e190,CFM56-5-A1,34170,1036,2010,81
