ac,eng,mass,distance,fuel,time
b773,CFM56-5-A1,192600,1753,16760,209
b773,CFM56-5-A1,192600,3306,31120,384
b773,CFM56-5-A1,198060,1753,17090,207
b773,CFM56-5-A1,203520,1753,17420,205
b773,CFM56-5-A1,203520,3306,32290,375
b773,CFM56-5-A1,208970,1753,17780,203
b773,CFM56-5-A1,208970,3306,32900,372
b773,CFM56-5-A1,208970,4859,47230,548
b773,CFM56-5-A1,214430,1753,18170,201
b773,CFM56-5-A1,214430,3306,33580,371
b773,CFM56-5-A1,214430,4859,48150,545
b773,CFM56-5-A1,219890,1753,18610,201
b773,CFM56-5-A1,219890,3306,34410,371
b773,CFM56-5-A1,219890,4859,49380,544
b773,CFM56-5-A1,225350,1753,19140,204
b773,CFM56-5-A1,192600,1753,16760,209
b773,CFM56-5-A1,192600,3306,31120,384
b773,CFM56-5-A1,198060,1753,17090,207
b773,CFM56-5-A1,203520,1753,17420,205
b773,CFM56-5-A1,203520,3306,32290,375
b773,CFM56-5-A1,208970,1753,17780,203
b773,CFM56-5-A1,208970,3306,32900,372
b773,CFM56-5-A1,208970,4859,47230,548
b773,CFM56-5-A1,214430,1753,18170,201
b773,CFM56-5-A1,214430,3306,33580,371
b773,CFM56-5-A1,214430,4859,48150,545
b773,CFM56-5-A1,219890,1753,18610,201
b773,CFM56-5-A1,219890,3306,34410,371
b773,CFM56-5-A1,219890,4859,49380,544
b773,CFM56-5-A1,225350,1753,19140,204
b773,CFM56-5A3,192600,1753,16780,209
b773,CFM56-5A3,192600,3306,31170,383
b773,CFM56-5A3,198060,1753,17120,207
b773,CFM56-5A3,198060,3306,31750,379
b773,CFM56-5A3,203520,3306,32370,378
b773,CFM56-5A3,208970,1753,17890,205
b773,CFM56-5A3,208970,3306,33120,378
b773,CFM56-5A3,208970,4859,47530,553
b773,CFM56-5A3,214430,1753,18370,207
b773,CFM56-5A3,214430,3306,34080,379
b773,CFM56-5B4,192600,1753,16570,199
b773,CFM56-5B4,192600,3306,30510,364
b773,CFM56-5B4,198060,1753,16880,200
b773,CFM56-5B4,198060,3306,31140,365
b773,CFM56-5B4,203520,1753,17200,202
b773,CFM56-5B4,203520,3306,31770,367
b773,CFM56-5B4,208970,1753,17590,204
b773,CFM56-5B4,208970,3306,32500,371
b773,CFM56-5B4,208970,4859,46690,538
b773,CFM56-5B4,214430,1753,18070,206
b773,CFM56-5B4,214430,3306,33520,375
b773,CFM56-5B5,192600,1753,16980,212
b773,CFM56-5B5,192600,3306,31420,391
b773,CFM56-5B5,198060,1753,17440,214
b773,CFM56-5B5,198060,3306,32320,393
b773,CFM56-5B6,192600,1753,17580,207
b773,CFM56-5B6,198060,3306,33140,378
b773,CFM56-5B6,203520,1753,18320,205
b773,CFM56-5B6,203520,3306,33830,378
b773,CFM56-5B6,208970,1753,18760,207
b773,CFM56-5B6,208970,3306,34680,379
b773,CFM56-5B6,214430,1753,19340,210
b773,V2500-A1,192600,1753,18000,207
b773,V2500-A1,198060,1753,18330,205
b773,V2500-A1,198060,3306,33890,376
b773,V2500-A1,203520,1753,18670,203
b773,V2500-A1,203520,3306,34480,372
b773,V2500-A1,208970,3306,35090,370
b773,V2500-A1,214430,1753,19420,200
b773,V2500-A1,214430,3306,35790,369
b773,V2500-A1,219890,1753,19870,200
b773,V2500-A1,219890,3306,36640,369
b773,V2500-A1,219890,4859,52500,531
b773,V2500-A1,225350,1753,20410,203
b773,V2527-A5,192600,1753,17580,205
b773,V2527-A5,198060,1753,17890,203
b773,V2527-A5,198060,3306,33160,373
b773,V2527-A5,203520,1753,18210,202
b773,V2527-A5,203520,3306,33720,369
b773,V2527-A5,208970,1753,18560,200
b773,V2527-A5,208970,3306,34310,368
b773,V2527-A5,214430,1753,18950,200
b773,V2527-A5,214430,3306,35010,368
b773,V2527-A5,214430,4859,50240,540
b773,V2527-A5,219890,1753,19400,201
b773,V2527-A5,219890,3306,35890,369
b773,V2527-A5,219890,4859,51560,535
b773,V2527-A5,225350,1753,19980,205
b773,V2527E-A5,192600,1753,17380,206
b773,V2527E-A5,192600,3306,32260,378
b773,V2527E-A5,198060,1753,17690,204
b773,V2527E-A5,198060,3306,32810,374
b773,V2527E-A5,203520,1753,18020,202
b773,V2527E-A5,203520,3306,33380,370
b773,V2527E-A5,208970,1753,18360,200
b773,V2527E-A5,208970,3306,33960,368
b773,V2527E-A5,208970,4859,48790,541
b773,V2527E-A5,214430,1753,18740,199
b773,V2527E-A5,214430,3306,34630,368
b773,V2527E-A5,214430,4859,49690,540
b773,V2527E-A5,219890,1753,19170,200
b773,V2527E-A5,219890,3306,35450,368
b773,V2527E-A5,219890,4859,50890,539
b773,V2527E-A5,225350,1753,19690,203
