ac,eng,mass,distance,fuel,time
b789,CFM56-5-A1,153600,1795,13080,215
b789,CFM56-5-A1,153600,3390,24470,396
b789,CFM56-5-A1,158750,1795,13330,213
b789,CFM56-5-A1,158750,3390,24930,390
b789,CFM56-5-A1,163900,1795,13580,210
b789,CFM56-5-A1,163900,3390,25390,386
b789,CFM56-5-A1,169050,1795,13840,208
b789,CFM56-5-A1,169050,3390,25860,381
b789,CFM56-5-A1,169050,4985,37330,562
b789,CFM56-5-A1,174200,1795,14100,205
b789,CFM56-5-A1,174200,3390,26340,376
b789,CFM56-5-A1,174200,4985,38010,555
b789,CFM56-5-A1,179350,1795,14370,203
b789,CFM56-5-A1,179350,3390,26830,372
b789,CFM56-5-A1,179350,4985,38700,548
b789,CFM56-5-A1,179350,6580,50090,729
b789,CFM56-5-A1,184500,1795,14650,201
b789,CFM56-5-A1,184500,3390,27320,368
b789,CFM56-5-A1,184500,4985,39400,542
b789,CFM56-5-A1,184500,6580,50980,720
b789,CFM56-5-A1,189650,1795,14920,198
b789,CFM56-5-A1,189650,3390,27820,363
b789,CFM56-5-A1,189650,4985,40110,536
b789,CFM56-5-A1,189650,6580,51880,713
b789,CFM56-5-A1,194800,1795,15210,196
b789,CFM56-5-A1,194800,3390,28340,360
b789,CFM56-5-A1,194800,4985,40830,530
b789,CFM56-5-A1,194800,6580,52800,705
b789,CFM56-5-A1,194800,8175,64540,884
b789,CFM56-5-A1,199950,1795,15500,194
b789,CFM56-5-A1,199950,3390,28860,356
b789,CFM56-5-A1,199950,4985,41560,525
b789,CFM56-5-A1,199950,6580,53730,697
b789,CFM56-5-A1,199950,8175,65720,874
b789,CFM56-5-A1,205110,1795,15810,193
b789,CFM56-5-A1,205110,3390,29390,352
b789,CFM56-5-A1,205110,4985,42310,519
b789,CFM56-5-A1,205110,6580,54680,690
b789,CFM56-5-A1,205110,8175,66920,865
b789,CFM56-5-A1,210260,3390,29950,349
b789,CFM56-5-A1,210260,4985,43080,514
b789,CFM56-5-A1,210260,6580,55640,683
b789,CFM56-5-A1,210260,8175,68160,856
b789,CFM56-5-A1,210260,9770,81370,952
b789,CFM56-5-A1,215410,3390,30580,347
b789,CFM56-5-A1,215410,4985,43920,511
b789,CFM56-5-A1,215410,6580,56650,678
b789,CFM56-5-A1,215410,8175,69440,848
