ac,eng,mass,distance,fuel,time
b738,CFM56-5-A1,49680,728,1800,60
b738,CFM56-5-A1,49680,1256,3060,98
b738,CFM56-5-A1,49680,1784,4310,136
b738,CFM56-5-A1,49680,2312,5540,175
b738,CFM56-5-A1,49680,2840,6750,212
b738,CFM56-5-A1,49680,3368,7940,251
b738,CFM56-5-A1,51180,728,1820,60
b738,CFM56-5-A1,51180,1256,3090,98
b738,CFM56-5-A1,51180,1784,4360,136
b738,CFM56-5-A1,51180,2312,5600,174
b738,CFM56-5-A1,51180,2840,6830,212
b738,CFM56-5-A1,51180,3368,8040,251
b738,CFM56-5-A1,51180,3896,9260,290
b738,CFM56-5-A1,52680,728,1840,59
b738,CFM56-5-A1,52680,1256,3130,97
b738,CFM56-5-A1,52680,1784,4410,136
b738,CFM56-5-A1,52680,2312,5670,174
b738,CFM56-5-A1,52680,2840,6920,212
b738,CFM56-5-A1,52680,3368,8160,250
b738,CFM56-5-A1,52680,3896,9380,290
b738,CFM56-5-A1,52680,4424,10560,329
b738,CFM56-5-A1,54180,1256,3170,97
b738,CFM56-5-A1,54180,1784,4460,135
b738,CFM56-5-A1,54180,2312,5740,173
b738,CFM56-5-A1,54180,2840,7010,211
b738,CFM56-5-A1,54180,3368,8260,250
b738,CFM56-5-A1,54180,3896,9500,290
b738,CFM56-5-A1,54180,4424,10700,329
b738,CFM56-5-A1,54180,4953,11900,369
b738,CFM56-5-A1,55690,1256,3210,97
b738,CFM56-5-A1,55690,1784,4520,135
b738,CFM56-5-A1,55690,2312,5820,173
b738,CFM56-5-A1,55690,2840,7110,211
b738,CFM56-5-A1,55690,3368,8370,250
b738,CFM56-5-A1,55690,3896,9620,290
b738,CFM56-5-A1,55690,4424,10840,329
b738,CFM56-5-A1,55690,4953,12100,369
b738,CFM56-5-A1,57190,1256,3250,97
b738,CFM56-5-A1,57190,1784,4580,135
b738,CFM56-5-A1,57190,2312,5900,173
b738,CFM56-5-A1,57190,2840,7210,211
b738,CFM56-5-A1,57190,3368,8490,250
b738,CFM56-5-A1,57190,3896,9740,290
b738,CFM56-5-A1,57190,4424,10980,329
b738,CFM56-5-A1,57190,4953,12310,368
b738,CFM56-5-A1,58690,1784,4640,134
b738,CFM56-5-A1,58690,2312,5980,173
b738,CFM56-5-A1,58690,2840,7340,211
b738,CFM56-5-A1,58690,3368,8600,250
b738,CFM56-5-A1,58690,3896,9880,290
b738,CFM56-5-A1,58690,4424,11180,329
b738,CFM56-5-A1,58690,4953,12540,368
b738,CFM56-5-A1,60190,1256,3330,97
b738,CFM56-5-A1,60190,1784,4700,135
b738,CFM56-5-A1,60190,2312,6070,173
b738,CFM56-5-A1,60190,2840,7440,211
b738,CFM56-5-A1,60190,3368,8720,250
b738,CFM56-5-A1,60190,3896,10010,289
b738,CFM56-5-A1,60190,4424,11390,329
