ac,eng,mass,distance,fuel,time
b38m,CFM56-5-A1,54000,1250,3230,97
b38m,CFM56-5-A1,54000,1776,4550,135
b38m,CFM56-5-A1,54000,2301,5850,173
b38m,CFM56-5-A1,54000,2827,7130,211
b38m,CFM56-5-A1,54000,3352,8410,249
b38m,CFM56-5-A1,55430,1250,3270,97
b38m,CFM56-5-A1,55430,1776,4600,135
b38m,CFM56-5-A1,55430,2301,5920,173
b38m,CFM56-5-A1,55430,2827,7220,211
b38m,CFM56-5-A1,55430,3352,8520,249
b38m,CFM56-5-A1,55430,3878,9790,289
b38m,CFM56-5-A1,56860,1250,3310,97
b38m,CFM56-5-A1,56860,1776,4660,135
b38m,CFM56-5-A1,56860,2301,6000,173
b38m,CFM56-5-A1,56860,2827,7320,210
b38m,CFM56-5-A1,56860,3352,8630,249
b38m,CFM56-5-A1,56860,3878,9910,288
b38m,CFM56-5-A1,56860,4403,11160,328
b38m,CFM56-5-A1,58290,1250,3350,96
b38m,CFM56-5-A1,58290,1776,4720,134
b38m,CFM56-5-A1,58290,2301,6080,173
b38m,CFM56-5-A1,58290,2827,7420,210
b38m,CFM56-5-A1,58290,3352,8740,249
b38m,CFM56-5-A1,58290,3878,10030,288
b38m,CFM56-5-A1,58290,4403,11300,328
b38m,CFM56-5-A1,58290,4929,12660,367
b38m,CFM56-5-A1,59720,1250,3390,96
b38m,CFM56-5-A1,59720,1776,4780,134
b38m,CFM56-5-A1,59720,2301,6160,172
b38m,CFM56-5-A1,59720,2827,7540,211
b38m,CFM56-5-A1,59720,3352,8860,249
b38m,CFM56-5-A1,59720,3878,10160,288
b38m,CFM56-5-A1,59720,4403,11480,327
b38m,CFM56-5-A1,59720,4929,12880,366
b38m,CFM56-5-A1,61150,1250,3430,96
b38m,CFM56-5-A1,61150,1776,4840,135
b38m,CFM56-5-A1,61150,2301,6240,172
b38m,CFM56-5-A1,61150,2827,7650,211
b38m,CFM56-5-A1,61150,3352,8970,249
b38m,CFM56-5-A1,61150,3878,10290,288
b38m,CFM56-5-A1,61150,4403,11690,327
b38m,CFM56-5-A1,61150,4929,13110,366
b38m,CFM56-5-A1,62580,1776,4910,134
b38m,CFM56-5-A1,62580,2301,6330,172
b38m,CFM56-5-A1,62580,2827,7750,210
b38m,CFM56-5-A1,62580,3352,9090,249
b38m,CFM56-5-A1,62580,3878,10440,288
b38m,CFM56-5-A1,62580,4403,11910,327
b38m,CFM56-5-A1,62580,4929,13370,366
b38m,CFM56-5-A1,64010,1250,3520,97
b38m,CFM56-5-A1,64010,1776,4970,134
b38m,CFM56-5-A1,64010,2301,6430,172
b38m,CFM56-5-A1,64010,2827,7840,210
b38m,CFM56-5-A1,64010,3352,9190,248
b38m,CFM56-5-A1,64010,3878,10620,288
b38m,CFM56-5-A1,64010,4403,12160,327
b38m,CFM56-5-A1,64010,4929,13640,366
b38m,CFM56-5-A1,65440,1776,5030,134
b38m,CFM56-5-A1,65440,2301,6540,172
b38m,CFM56-5-A1,65440,2827,7930,209
b38m,CFM56-5-A1,65440,3352,9300,248
b38m,CFM56-5-A1,65440,3878,10810,287
b38m,CFM56-5-A1,65440,4403,12370,326
b38m,CFM56-5-A1,65440,4929,13910,365
b38m,CFM56-5-A1,66870,1776,5100,134
b38m,CFM56-5-A1,66870,2301,6600,171
b38m,CFM56-5-A1,66870,2827,8010,209
b38m,CFM56-5-A1,66870,3352,9400,247
b38m,CFM56-5-A1,66870,3878,10990,287
b38m,CFM56-5-A1,66870,4403,12620,325
b38m,CFM56-5-A1,66870,4929,14100,364
b38m,CFM56-5-A1,68310,1776,5170,134
b38m,CFM56-5-A1,68310,2301,6670,171
b38m,CFM56-5-A1,68310,2827,8070,208
b38m,CFM56-5-A1,68310,3352,9480,247
b38m,CFM56-5-A1,68310,3878,11170,286
b38m,CFM56-5-A1,68310,4403,12820,325
b38m,CFM56-5-A1,68310,4929,14300,364
b38m,CFM56-5-A1,69740,1250,3670,111
b38m,CFM56-5-A1,69740,1776,5250,134
b38m,CFM56-5-A1,69740,2301,6730,170
b38m,CFM56-5-A1,69740,2827,8150,208
b38m,CFM56-5-A1,69740,3352,9610,246
b38m,CFM56-5-A1,69740,3878,11300,285
b38m,CFM56-5-A1,69740,4403,12990,324
b38m,CFM56-5-A1,69740,4929,14510,364
b38m,CFM56-5-A1,71170,1776,5330,133
b38m,CFM56-5-A1,71170,2301,6790,170
b38m,CFM56-5-A1,71170,2827,8230,208
b38m,CFM56-5-A1,71170,3352,9750,247
b38m,CFM56-5-A1,71170,3878,11480,284
b38m,CFM56-5-A1,71170,4403,13170,323
b38m,CFM56-5-A1,71170,4929,14720,363
b38m,CFM56-5-A1,72600,2301,6860,170
b38m,CFM56-5-A1,72600,2827,8310,208
b38m,CFM56-5-A1,72600,3352,9900,247
b38m,CFM56-5-A1,72600,3878,11690,285
b38m,CFM56-5-A1,72600,4403,13350,324
b38m,CFM56-5-A1,72600,4929,14920,363
b38m,CFM56-5-A1,74030,2827,8380,208
b38m,CFM56-5-A1,74030,3352,10050,246
b38m,CFM56-5-A1,74030,3878,11890,284
b38m,CFM56-5-A1,74030,4403,13520,323
b38m,CFM56-5-A1,74030,4929,15110,362
b38m,CFM56-5-A1,75460,3352,10200,246
b38m,CFM56-5-A1,75460,3878,12070,284
b38m,CFM56-5-A1,75460,4403,13700,322
b38m,CFM56-5-A1,75460,4929,15310,361
b38m,CFM56-5-A1,76890,3878,12230,283
b38m,CFM56-5-A1,76890,4403,13890,321
b38m,CFM56-5-A1,76890,4929,15520,360
b38m,CFM56-5-A1,78320,4403,14080,321
b38m,CFM56-5-A1,78320,4929,15730,359
b38m,CFM56-5-A1,79750,4929,15950,358
b38m,CFM56-5-A1,54000,1250,3230,97
b38m,CFM56-5-A1,54000,1776,4550,135
b38m,CFM56-5-A1,54000,2301,5850,173
b38m,CFM56-5-A1,54000,2827,7130,211
b38m,CFM56-5-A1,54000,3352,8410,249
b38m,CFM56-5-A1,55430,1250,3270,97
b38m,CFM56-5-A1,55430,1776,4600,135
b38m,CFM56-5-A1,55430,2301,5920,173
b38m,CFM56-5-A1,55430,2827,7220,211
b38m,CFM56-5-A1,55430,3352,8520,249
b38m,CFM56-5-A1,55430,3878,9790,289
b38m,CFM56-5-A1,56860,1250,3310,97
b38m,CFM56-5-A1,56860,1776,4660,135
b38m,CFM56-5-A1,56860,2301,6000,173
b38m,CFM56-5-A1,56860,2827,7320,210
b38m,CFM56-5-A1,56860,3352,8630,249
b38m,CFM56-5-A1,56860,3878,9910,288
b38m,CFM56-5-A1,56860,4403,11160,328
b38m,CFM56-5-A1,58290,1250,3350,96
b38m,CFM56-5-A1,58290,1776,4720,134
b38m,CFM56-5-A1,58290,2301,6080,173
b38m,CFM56-5-A1,58290,2827,7420,210
b38m,CFM56-5-A1,58290,3352,8740,249
b38m,CFM56-5-A1,58290,3878,10030,288
b38m,CFM56-5-A1,58290,4403,11300,328
b38m,CFM56-5-A1,58290,4929,12660,367
b38m,CFM56-5-A1,59720,1250,3390,96
b38m,CFM56-5-A1,59720,1776,4780,134
b38m,CFM56-5-A1,59720,2301,6160,172
b38m,CFM56-5-A1,59720,2827,7540,211
b38m,CFM56-5-A1,59720,3352,8860,249
b38m,CFM56-5-A1,59720,3878,10160,288
b38m,CFM56-5-A1,59720,4403,11480,327
b38m,CFM56-5-A1,59720,4929,12880,366
b38m,CFM56-5-A1,61150,1250,3430,96
b38m,CFM56-5-A1,61150,1776,4840,135
b38m,CFM56-5-A1,61150,2301,6240,172
b38m,CFM56-5-A1,61150,2827,7650,211
b38m,CFM56-5-A1,61150,3352,8970,249
b38m,CFM56-5-A1,61150,3878,10290,288
b38m,CFM56-5-A1,61150,4403,11690,327
b38m,CFM56-5-A1,61150,4929,13110,366
b38m,CFM56-5-A1,62580,1776,4910,134
b38m,CFM56-5-A1,62580,2301,6330,172
b38m,CFM56-5-A1,62580,2827,7750,210
b38m,CFM56-5-A1,62580,3352,9090,249
b38m,CFM56-5-A1,62580,3878,10440,288
b38m,CFM56-5-A1,62580,4403,11910,327
b38m,CFM56-5-A1,62580,4929,13370,366
b38m,CFM56-5-A1,64010,1250,3520,97
b38m,CFM56-5-A1,64010,1776,4970,134
b38m,CFM56-5-A1,64010,2301,6430,172
b38m,CFM56-5-A1,64010,2827,7840,210
b38m,CFM56-5-A1,64010,3352,9190,248
b38m,CFM56-5-A1,64010,3878,10620,288
b38m,CFM56-5-A1,64010,4403,12160,327
b38m,CFM56-5-A1,64010,4929,13640,366
b38m,CFM56-5-A1,65440,1776,5030,134
b38m,CFM56-5-A1,65440,2301,6540,172
b38m,CFM56-5-A1,65440,2827,7930,209
b38m,CFM56-5-A1,65440,3352,9300,248
b38m,CFM56-5-A1,65440,3878,10810,287
b38m,CFM56-5-A1,65440,4403,12370,326
b38m,CFM56-5-A1,65440,4929,13910,365
b38m,CFM56-5-A1,66870,1776,5100,134
b38m,CFM56-5-A1,66870,2301,6600,171
b38m,CFM56-5-A1,66870,2827,8010,209
b38m,CFM56-5-A1,66870,3352,9400,247
b38m,CFM56-5-A1,66870,3878,10990,287
b38m,CFM56-5-A1,66870,4403,12620,325
b38m,CFM56-5-A1,66870,4929,14100,364
b38m,CFM56-5-A1,68310,1776,5170,134
b38m,CFM56-5-A1,68310,2301,6670,171
b38m,CFM56-5-A1,68310,2827,8070,208
b38m,CFM56-5-A1,68310,3352,9480,247
b38m,CFM56-5-A1,68310,3878,11170,286
b38m,CFM56-5-A1,68310,4403,12820,325
b38m,CFM56-5-A1,68310,4929,14300,364
b38m,CFM56-5-A1,69740,1250,3670,111
b38m,CFM56-5-A1,69740,1776,5250,134
b38m,CFM56-5-A1,69740,2301,6730,170
b38m,CFM56-5-A1,69740,2827,8150,208
b38m,CFM56-5-A1,69740,3352,9610,246
b38m,CFM56-5-A1,69740,3878,11300,285
b38m,CFM56-5-A1,69740,4403,12990,324
b38m,CFM56-5-A1,69740,4929,14510,364
b38m,CFM56-5-A1,71170,1776,5330,133
b38m,CFM56-5-A1,71170,2301,6790,170
b38m,CFM56-5-A1,71170,2827,8230,208
b38m,CFM56-5-A1,71170,3352,9750,247
b38m,CFM56-5-A1,71170,3878,11480,284
b38m,CFM56-5-A1,71170,4403,13170,323
b38m,CFM56-5-A1,71170,4929,14720,363
b38m,CFM56-5-A1,72600,2301,6860,170
b38m,CFM56-5-A1,72600,2827,8310,208
b38m,CFM56-5-A1,72600,3352,9900,247
b38m,CFM56-5-A1,72600,3878,11690,285
b38m,CFM56-5-A1,72600,4403,13350,324
b38m,CFM56-5-A1,72600,4929,14920,363
b38m,CFM56-5-A1,74030,2827,8380,208
b38m,CFM56-5-A1,74030,3352,10050,246
b38m,CFM56-5-A1,74030,3878,11890,284
b38m,CFM56-5-A1,74030,4403,13520,323
b38m,CFM56-5-A1,74030,4929,15110,362
b38m,CFM56-5-A1,75460,3352,10200,246
b38m,CFM56-5-A1,75460,3878,12070,284
b38m,CFM56-5-A1,75460,4403,13700,322
b38m,CFM56-5-A1,75460,4929,15310,361
b38m,CFM56-5-A1,76890,3878,12230,283
b38m,CFM56-5-A1,76890,4403,13890,321
b38m,CFM56-5-A1,76890,4929,15520,360
b38m,CFM56-5-A1,78320,4403,14080,321
b38m,CFM56-5-A1,78320,4929,15730,359
b38m,CFM56-5-A1,79750,4929,15950,358
b38m,CFM56-5A3,54000,725,1930,59
b38m,CFM56-5A3,54000,1250,3280,97
b38m,CFM56-5A3,54000,1776,4620,135
b38m,CFM56-5A3,54000,2301,5940,173
b38m,CFM56-5A3,54000,2827,7240,211
b38m,CFM56-5A3,54000,3352,8530,249
b38m,CFM56-5A3,55430,725,1960,59
b38m,CFM56-5A3,55430,1250,3320,97
b38m,CFM56-5A3,55430,1776,4670,135
b38m,CFM56-5A3,55430,2301,6010,173
b38m,CFM56-5A3,55430,2827,7330,211
b38m,CFM56-5A3,55430,3352,8640,249
b38m,CFM56-5A3,55430,3878,9930,289
b38m,CFM56-5A3,56860,1250,3360,97
b38m,CFM56-5A3,56860,1776,4730,135
b38m,CFM56-5A3,56860,2301,6090,173
b38m,CFM56-5A3,56860,2827,7430,211
b38m,CFM56-5A3,56860,3352,8750,249
b38m,CFM56-5A3,56860,3878,10050,289
b38m,CFM56-5A3,56860,4403,11320,328
b38m,CFM56-5A3,58290,1250,3400,97
b38m,CFM56-5A3,58290,1776,4790,134
b38m,CFM56-5A3,58290,2301,6170,173
b38m,CFM56-5A3,58290,2827,7540,211
b38m,CFM56-5A3,58290,3352,8870,249
b38m,CFM56-5A3,58290,3878,10180,289
b38m,CFM56-5A3,58290,4403,11470,328
b38m,CFM56-5A3,58290,4929,12840,367
b38m,CFM56-5A3,59720,1250,3440,97
b38m,CFM56-5A3,59720,1776,4850,135
b38m,CFM56-5A3,59720,2301,6250,173
b38m,CFM56-5A3,59720,2827,7660,211
b38m,CFM56-5A3,59720,3352,8990,249
b38m,CFM56-5A3,59720,3878,10310,289
b38m,CFM56-5A3,59720,4403,11660,328
b38m,CFM56-5A3,59720,4929,13060,367
b38m,CFM56-5A3,61150,1250,3480,97
b38m,CFM56-5A3,61150,1776,4910,135
b38m,CFM56-5A3,61150,2301,6330,172
b38m,CFM56-5A3,61150,2827,7760,211
b38m,CFM56-5A3,61150,3352,9100,249
b38m,CFM56-5A3,61150,3878,10450,288
b38m,CFM56-5A3,61150,4403,11860,328
b38m,CFM56-5A3,61150,4929,13300,367
b38m,CFM56-5A3,62580,1776,4980,135
b38m,CFM56-5A3,62580,2301,6430,173
b38m,CFM56-5A3,62580,2827,7850,210
b38m,CFM56-5A3,62580,3352,9210,249
b38m,CFM56-5A3,62580,3878,10600,288
b38m,CFM56-5A3,62580,4403,12090,327
b38m,CFM56-5A3,62580,4929,13560,366
b38m,CFM56-5A3,64010,1250,3560,96
b38m,CFM56-5A3,64010,1776,5040,135
b38m,CFM56-5A3,64010,2301,6520,172
b38m,CFM56-5A3,64010,2827,7940,210
